window_id,captured_unix_ns,role,capture_kind,metric,labels_json,bucket_le,cumulative_count,histogram_count,histogram_sum
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:request_prompt_tokens,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",2000.0,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:request_prompt_tokens,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",5000.0,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:request_prompt_tokens,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",10000.0,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:request_prompt_tokens,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",1e+308,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:request_generation_tokens,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",1.0,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:request_generation_tokens,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",2.0,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:request_generation_tokens,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",5.0,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:request_generation_tokens,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",10.0,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:request_generation_tokens,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",20.0,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:request_generation_tokens,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",50.0,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:request_generation_tokens,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",100.0,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:request_generation_tokens,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",200.0,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:request_generation_tokens,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",500.0,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:request_generation_tokens,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",1000.0,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:request_generation_tokens,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",2000.0,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:request_generation_tokens,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",5000.0,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:request_generation_tokens,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",10000.0,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:request_generation_tokens,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",1e+308,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:iteration_tokens_total,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",1.0,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:iteration_tokens_total,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",8.0,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:iteration_tokens_total,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",16.0,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:iteration_tokens_total,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",32.0,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:iteration_tokens_total,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",64.0,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:iteration_tokens_total,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",128.0,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:iteration_tokens_total,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",256.0,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:iteration_tokens_total,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",512.0,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:iteration_tokens_total,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",1024.0,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:iteration_tokens_total,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",2048.0,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:iteration_tokens_total,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",4096.0,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:iteration_tokens_total,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",8192.0,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:iteration_tokens_total,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",16384.0,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:iteration_tokens_total,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",1e+308,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:request_max_num_generation_tokens,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",1.0,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:request_max_num_generation_tokens,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",2.0,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:request_max_num_generation_tokens,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",5.0,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:request_max_num_generation_tokens,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",10.0,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:request_max_num_generation_tokens,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",20.0,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:request_max_num_generation_tokens,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",50.0,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:request_max_num_generation_tokens,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",100.0,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:request_max_num_generation_tokens,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",200.0,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:request_max_num_generation_tokens,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",500.0,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:request_max_num_generation_tokens,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",1000.0,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:request_max_num_generation_tokens,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",2000.0,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:request_max_num_generation_tokens,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",5000.0,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:request_max_num_generation_tokens,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",10000.0,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:request_max_num_generation_tokens,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",1e+308,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:request_params_n,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",1.0,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:request_params_n,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",2.0,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:request_params_n,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",5.0,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:request_params_n,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",10.0,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:request_params_n,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",20.0,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:request_params_n,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",1e+308,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:request_params_max_tokens,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",1.0,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:request_params_max_tokens,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",2.0,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:request_params_max_tokens,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",5.0,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:request_params_max_tokens,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",10.0,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:request_params_max_tokens,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",20.0,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:request_params_max_tokens,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",50.0,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:request_params_max_tokens,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",100.0,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:request_params_max_tokens,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",200.0,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:request_params_max_tokens,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",500.0,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:request_params_max_tokens,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",1000.0,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:request_params_max_tokens,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",2000.0,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:request_params_max_tokens,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",5000.0,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:request_params_max_tokens,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",10000.0,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:request_params_max_tokens,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",1e+308,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:time_to_first_token_seconds,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",0.001,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:time_to_first_token_seconds,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",0.005,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:time_to_first_token_seconds,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",0.01,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:time_to_first_token_seconds,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",0.02,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:time_to_first_token_seconds,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",0.04,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:time_to_first_token_seconds,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",0.06,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:time_to_first_token_seconds,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",0.08,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:time_to_first_token_seconds,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",0.1,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:time_to_first_token_seconds,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",0.25,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:time_to_first_token_seconds,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",0.5,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:time_to_first_token_seconds,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",0.75,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:time_to_first_token_seconds,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",1.0,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:time_to_first_token_seconds,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",2.5,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:time_to_first_token_seconds,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",5.0,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:time_to_first_token_seconds,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",7.5,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:time_to_first_token_seconds,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",10.0,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:time_to_first_token_seconds,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",20.0,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:time_to_first_token_seconds,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",40.0,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:time_to_first_token_seconds,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",80.0,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:time_to_first_token_seconds,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",160.0,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:time_to_first_token_seconds,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",640.0,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:time_to_first_token_seconds,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",2560.0,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:time_to_first_token_seconds,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",1e+308,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:inter_token_latency_seconds,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",0.01,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:inter_token_latency_seconds,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",0.025,0,0,0.0
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep2-seg1-attempt1,1785511346663918863,combined,start,vllm:inter_token_latency_seconds,"{""engine"": ""0"", ""model_name"": ""mistralai/Mistral-7B-v0.1""}",0.05,0,0,0.0
